title,authors,code_link
FinePhys: Fine-grained Human Action Generation by Explicitly Incorporating Physical Laws for Effective Skeletal Guidance,Dian Shao · Mingfei Shi · Shengda Xu · Haodong Chen · Yongle Huang · Binglu Wang,
COB-GS: Clear Object Boundaries in 3DGS Segmentation Based on Boundary-Adaptive Gaussian Splitting,Jiaxin Zhang · Junjun Jiang · Youyu Chen · Kui Jiang · Xianming Liu,
Antidote: A Unified Framework for Mitigating LVLM Hallucinations in Counterfactual Presupposition and Object Perception,Yuanchen Wu · Lu Zhang · Hang Yao · Junlong Du · Ke Yan · Shouhong Ding · Yunsheng Wu · Xiaoqiang Li,
MoST: Efficient Monarch Sparse Tuning for 3D Representation Learning,Xu Han · Yuan Tang · Jinfeng Xu · Xianzhi Li,
LaVin-DiT: Large Vision Diffusion Transformer,Zhaoqing Wang · Xiaobo Xia · Runnan Chen · Dongdong Yu · Changhu Wang · Mingming Gong · Tongliang Liu,
Enhancing Testing-Time Robustness for Trusted Multi-View Classification in the Wild,Wei Liu · Yufei Chen · Xiaodong Yue,
Accelerating Diffusion Transformer via Increment-Calibrated Caching with Channel-Aware Singular Value Decomposition,Zhiyuan Chen · Keyi Li · Yifan Jia · Le Ye · Yufei Ma,
GROVE: A Generalized Reward for Learning Open-Vocabulary Physical Skill,Jieming Cui · Tengyu Liu · Ziyu Meng · Jiale Yu · Ran Song · Wei Zhang · Yixin Zhu · Siyuan Huang,
Identity-Preserving Text-to-Video Generation by Frequency Decomposition,Shenghai Yuan · Jinfa Huang · Xianyi He · Yunyang Ge · Yujun Shi · Liuhan Chen · Jiebo Luo · Li Yuan,
RLAIF-V: Open-Source AI Feedback Leads to Super GPT-4V Trustworthiness,Tianyu Yu · Haoye Zhang · Qiming Li · Qixin Xu · Yuan Yao · Da Chen · Xiaoman Lu · Ganqu Cui · Yunkai Dang · Taiwen He · Xiaocheng Feng · Jun Song · Bo Zheng · Zhiyuan Liu · Tat-seng Chua · Maosong Sun,
"USP-Gaussian: Unifying Spike-based Image Reconstruction, Pose Correction and Gaussian Splatting",Kang Chen · Jiyuan Zhang · Zecheng Hao · Yajing Zheng · Tiejun Huang · Zhaofei Yu,
Sparse Point Cloud Patches Rendering via Splitting 2D Gaussians,Changfeng Ma · Ran Bi · Jie Guo · Chongjun Wang · Yanwen Guo,https://github.com/murcherful/GauPCRender
SGCR: Spherical Gaussians for Efficient 3D Curve Reconstruction,Xinran Yang · Donghao Ji · Yuanqi Li · Jie Guo · Yanwen Guo · Junyuan Xie,https://github.com/Martinyxr/SGCR
EdgeMovingNet: Edge-preserving Point Cloud Reconstruction via Joint Geometry Features,Xinran Yang · Donghao Ji · Yuanqi Li · Junyuan Xie · Jie Guo · Yanwen Guo,https://github.com/Martinyxr/EdgeMovingNet
VideoICL: Confidence-based Iterative In-context Learning for Out-of-Distribution Video Understanding,Kangsan Kim · Geon Park · Youngwan Lee · Woongyeong Yeo · Sung Ju Hwang,
InterMimic: Towards Universal Whole-Body Control for Physics-Based Human-Object Interactions,Sirui Xu · Hung Yu Ling · Yu-Xiong Wang · Liangyan Gui,
InterAct: Advancing Large-Scale Versatile 3D Human-Object Interaction Generation,Sirui Xu · Dongting Li · Yucheng Zhang · Xiyan Xu · Qi Long · Ziyin Wang · Yunzhi Lu · Shuchang Dong · Hezi Jiang · Akshat Gupta · Yu-Xiong Wang · Liangyan Gui,https://github.com/wzyabcas/InterAct
"Dispider: Enabling Video LLMs with Active Real-Time Interaction via Disentangled Perception, Decision, and Reaction",Rui Qian · Shuangrui Ding · Xiaoyi Dong · Pan Zhang · Yuhang Zang · Yuhang Cao · Dahua Lin · Jiaqi Wang,https://github.com/Mark12Ding/Dispider
MambaIC: State Space Models for High-Performance Learned Image Compression,Fanhu Zeng · Hao Tang · Yihua Shao · Siyu Chen · Ling Shao · Yan Wang,https://github.com/AuroraZengfh/MambaIC
Six-CD: Benchmarking Concept Removals for Text-to-image Diffusion Models,Jie Ren · Kangrui Chen · Yingqian Cui · Shenglai Zeng · Hui Liu · Yue Xing · Jiliang Tang · Lingjuan Lyu,
Alias-Free Latent Diffusion Models: Improving Fractional Shift Equivariance of Diffusion Latent Space,Yifan Zhou · Zeqi Xiao · Shuai Yang · Xingang Pan,
Gaussian Splashing: Unified Particles for Versatile Motion Synthesis and Rendering,Yutao Feng · Xiang Feng · Yintong Shang · Ying Jiang · Chang Yu · Zeshun Zong · Tianjia Shao · Hongzhi Wu · Kun Zhou · Chenfanfu Jiang · Yin Yang,
HVI: A New Color Space for Low-light Image Enhancement,Qingsen Yan · Yixu Feng · Cheng Zhang · Guansong Pang · Kangbiao Shi · Peng Wu · Wei Dong · Jinqiu Sun · Yanning Zhang,https://github.com/Fediory/HVI-CIDNet
ECVC: Exploiting Non-Local Correlations in Multiple Frames for Contextual Video Compression,Wei Jiang · Junru Li · Kai Zhang · Li zhang,
Learning Dynamic Collaborative Network for Semi-supervised 3D Vessel Segmentation,Jiao Xu · Xin Chen · Lihe Zhang,https://github.com/xujiaommcome/DiCo
Weakly Supervised Contrastive Adversarial Training for Learning Robust Features from Semi-supervised Data,Lilin Zhang · Chengpei Wu · Ning Yang,
TopNet: Transformer-Efficient Occupancy Prediction Network for Octree-Structured Point Cloud Geometry Compression,Xinjie Wang · Yifan Zhang · Ting Liu · Xinpu Liu · Ke Xu · Jianwei Wan · Yulan Guo · Hanyun Wang,
GaussianFormer-2: Probabilistic Gaussian Superposition for Efficient 3D Occupancy Prediction,Yuanhui Huang · Amonnut Thammatadatrakoon · Wenzhao Zheng · Yunpeng Zhang · Dalong Du · Jiwen Lu,
Improving Accuracy and Calibration via Differentiated Deep Mutual Learning,Han Liu · Peng Cui · Bingning Wang · Weipeng Chen · Yupeng Zhang · Jun Zhu · Xiaolin Hu,
BooW-VTON: Boosting In-the-Wild Virtual Try-On via Mask-Free Pseudo Data Training,Xuanpu Zhang · Dan Song · pengxin zhan · Tianyu Chang · Jianhao Zeng · Qing-Guo Chen · Weihua Luo · An-An Liu,
UniScene: Unified Occupancy-centric Driving Scene Generation,Bohan Li · Jiazhe Guo · Hongsi Liu · Yingshuang Zou · Yikang Ding · Xiwu Chen · Hu ZHU · Feiyang Tan · Chi Zhang · Tiancai Wang · Shuchang Zhou · Li Zhang · Xiaojuan Qi · Hao Zhao · Mu Yang · Wenjun Zeng · Xin Jin,
Digital Twin Catalog: A Large-Scale Photorealistic 3D Object Digital Twin Dataset,Zhao Dong · Ka chen · Zhaoyang Lv · Hong-Xing Yu · Yunzhi Zhang · Cheng Zhang · Yufeng Zhu · Stephen Tian · Zhengqin Li · Geordie Moffatt · Sean Christofferson · James Fort · Xiaqing Pan · Mingfei Yan · Jiajun Wu · Carl Ren · Richard Newcombe,
Visual Persona: Foundation Model for Full-Body Human Customization,Jisu Nam · Soowon Son · Zhan Xu · Jing Shi · Difan Liu · Feng Liu · Seungryong Kim · Yang Zhou,
Blood Flow Speed Estimation with Optical Coherence Tomography Angiography Images,Wensheng Cheng · Zhenghong Li · Jiaxiang Ren · Hyomin Jeong · Congwu Du · Yingtian Pan · Haibin Ling,https://github.com/Spritea/OCTA-Flow
NeighborRetr: Balancing Hub Centrality in Cross-Modal Retrieval,Zengrong Lin · Zheng Wang · Tianwen Qian · Pan Mu · Sixian Chan · Cong Bai,
EnvPoser: Environment-aware Realistic Human Motion Estimation from Sparse Observations with Uncertainty Modeling,Songpengcheng Xia · Yu Zhang · Zhuo Su · Xiaozheng Zheng · Zheng Lv · Guidong Wang · Yongjie Zhang · Qi Wu · Lei Chu · Ling Pei,
K-LoRA: Unlocking Training-Free Fusion of Any Subject and Style LoRAs,Ziheng Ouyang · Zhen Li · Qibin Hou,
HEIE: MLLM-Based Hierarchical Explainable AIGC Image Implausibility Evaluator,Fan Yang · Ru Zhen · Jianing Wang · Yanhao Zhang · Haoxiang Chen · Haonan Lu · Sicheng Zhao · Guiguang Ding,
"Classic Video Denoising in a Machine Learning World: Robust, Fast, and Controllable",Xin Jin · Simon Niklaus · Zhoutong Zhang · Zhihao Xia · Chun-Le Guo · Yuting Yang · Jiawen Chen · Chongyi Li,
Words or Vision: Do Vision-Language Models Have Blind Faith in Text?,Ailin Deng · Tri Cao · Zhirui Chen · Bryan Hooi,
StageDesigner: Artistic Stage Generation for Scenography via Theater Scripts,Zhaoxing Gan · Mengtian Li · Ruhua Chen · Zhongxia JI · Sichen Guo · Huanling Hu · Guangnan Ye · Zuo Hu,
Hallo3: Highly Dynamic and Realistic Portrait Image Animation with Video Diffusion Transformer,Jiahao Cui · Hui Li · Qingkun Su · Hanlin Shang · Kaihui Cheng · Yuqi Ma · Shan Mu · Hang Zhou · Jingdong Wang · Siyu Zhu,
Audio-Visual Instance Segmentation,Ruohao Guo · Xianghua Ying · Yaru Chen · Dantong Niu · Guangyao Li · Liao Qu · Yanyu Qi · Jinxing Zhou · Bowei Xing · Wenzhen Yue · Ji Shi · Qixun Wang · Peiliang Zhang · Buwen Liang,
Improving the Transferability of Adversarial Attacks on Face Recognition with Diverse Parameters Augmentation,Fengfan Zhou · Bangjie Yin · Hefei Ling · Qianyu Zhou · Wenxuan Wang,
GuardSplat: Efficient and Robust Watermarking for 3D Gaussian Splatting,Zixuan Chen · Guangcong Wang · Jiahao Zhu · Jianhuang Lai · Xiaohua Xie,
Enhanced Contrastive Learning with Multi-view Longitudinal Data for Chest X-ray Report Generation,Kang Liu · Zhuoqi Ma · Xiaolu Kang · Yunan Li · Kun XIE · Zhicheng Jiao · Qiguang Miao,https://github.com/mk-runner/MLRG
Neural Video Compression with Context Modulation,Chuanbo Tang · Zhuoyuan Li · Yifan Bian · Li Li · Dong Liu,
ROCKET-1: Mastering Open-World Interaction with Visual-Temporal Context Prompting,Shaofei Cai · Zihao Wang · Kewei Lian · Zhancun Mu · Xiaojian Ma · Anji Liu · Yitao Liang,
Cross-Modal 3D Representation with Multi-View Images and Point Clouds,Ziyang Zhou · Pinghui Wang · Zi Liang · Haitao Bai · Ruofei Zhang,
SoftVQ-VAE: Efficient 1-Dimensional Continuous Tokenizer,Hao Chen · Ze Wang · Xiang Li · Ximeng Sun · Fangyi Chen · Jiang Liu · Jindong Wang · Bhiksha Raj · Zicheng Liu · Emad Barsoum,
DeformCL: Learning Deformable Centerline Representation for Vessel Extraction in 3D Medical Image,Ziwei Zhao · Zhixing Zhang · Yuhang Liu · Zhao Zhang · Haojun Yu · Dong Wang · Liwei Wang,
Coarse Correspondences Boost Spatial-Temporal Reasoning in Multimodal Language Model,Benlin Liu · Yuhao Dong · Yiqin Wang · Zixian Ma · Yansong Tang · Luming Tang · Yongming Rao · Wei-Chiu Ma · Ranjay Krishna,
PrEditor3D: Fast and Precise 3D Shape Editing,Ziya Erkoc · Can Gümeli · Chaoyang Wang · Matthias Nießner · Angela Dai · Peter Wonka · Hsin-Ying Lee · Peiye Zhuang,
MMVU: Measuring Expert-Level Multi-Discipline Video Understanding,Yilun Zhao · Lujing Xie · Haowei Zhang · Guo Gan · Weiyuan Chen · Yitao Long · Tongyan Hu · Zhijian Xu · Chengye Wang · Chuhan Li · Ziyao Shangguan · Yixin Liu · Zhenwen Liang · Zhiyuan Hu · Chen Zhao · Arman Cohan,
Reward Fine-Tuning Two-Step Diffusion Models via Learning Differentiable Latent-Space Surrogate Reward,Zhiwei Jia · Yuesong Nan · Huixi Zhao · Gengdai Liu,
FATE: Full-head Gaussian Avatar with Textural Editing from Monocular Video,Jiawei Zhang · Zijian Wu · Zhiyang Liang · Yicheng Gong · Dongfang Hu · Yao Yao · Xun Cao · Hao Zhu,
LMO: Linear Mamba Operator for MRI Reconstruction,Wei Li · jiawei jiang · Jie Wu · Kaihao Yu · Jianwei Zheng,https://github.com/ZhengJianwei2/LMO
Mimir: Improving Video Diffusion Models for Precise Text Understanding,Shuai Tan · Biao Gong · Yutong Feng · Kecheng Zheng · DanDan Zheng · Shuwei Shi · Yujun Shen · Jingdong Chen · Ming Yang,
Towards Continual Universal Segmentation,Zihan Lin · Zilei Wang · Xu Wang,
OmniMMI: A Comprehensive Multi-modal Interaction Benchmark in Streaming Video Contexts,Yuxuan Wang · Yueqian Wang · Bo Chen · Tong Wu · Dongyan Zhao · Zilong Zheng,
HiPART: Hierarchical Pose AutoRegressive Transformer for Occluded 3D Human Pose Estimation,Hongwei Zheng · Han Li · Wenrui Dai · Ziyang Zheng · Chenglin Li · Junni Zou · Hongkai Xiong,
World-consistent Video Diffusion with Explicit 3D Modeling,Qihang Zhang · Shuangfei Zhai · Miguel Ángel Bautista · Kevin Miao · Alexander Toshev · Joshua Susskind · Jiatao Gu,
Generative Gaussian Splatting for Unbounded 3D City Generation,Haozhe Xie · Zhaoxi Chen · Fangzhou Hong · Ziwei Liu,
Decoupled Motion Expression Video Segmentation,Hao Fang · Runmin Cong · Xiankai Lu · Xiaofei Zhou · Sam Kwong · Wei Zhang,
Completion as Enhancement: A Degradation-Aware Selective Image Guided Network for Depth Completion,Zhiqiang Yan · Zhengxue Wang · Kun Wang · Jun Li · Jian Yang,
StableAnimator: High-Quality Identity-Preserving Human Image Animation,Shuyuan Tu · Zhen Xing · Xintong Han · Zhi-Qi Cheng · Qi Dai · Chong Luo · Zuxuan Wu,
Human Motion Instruction Tuning,Lei Li · Sen Jia · Jianhao Wang · Zhongyu Jiang · Feng Zhou · Ju Dai · Tianfang Zhang · Zongkai Wu · Jenq-Neng Hwang,
Memories of Forgotten Concepts,Matan Rusanovsky · Shimon Malnick · Amir Jevnisek · Ohad Fried · Shai Avidan,
Boosting Adversarial Transferability through Augmentation in Hypothesis Space,Yu Guo · Weiquan Liu · Qingshan Xu · Shijun Zheng · Shujun Huang · Yu Zang · Siqi Shen · Chenglu Wen · Cheng Wang,
Binarized Neural Network for Multi-spectral Image Fusion,Junming Hou · Xiaoyu Chen · Ran Ran · Xiaofeng Cong · Xinyang Liu · Jian Wei You · Liang-Jian Deng,
T-FAKE: Synthesizing Thermal Images for Facial Landmarking,Philipp Flotho · Moritz Piening · Anna Kukleva · Gabriele Steidl,
Invisible Backdoor Attack against Self-supervised Learning,Hanrong Zhang · Zhenting Wang · Boheng Li · Fulin Lin · Tingxu Han · Mingyu Jin · Chenlu Zhan · Mengnan Du · Hongwei Wang · Shiqing Ma,https://github.com/Zhang-Henry/INACTIVE
CLIP is Strong Enough to Fight Back: Test-time Counterattacks towards Zero-shot Adversarial Robustness of CLIP,Songlong Xing · Zhengyu Zhao · Nicu Sebe,https://github.com/Sxing2/CLIP-Test-time-Counterattacks
RePerformer: Immersive Human-centric Volumetric Videos from Playback to Photoreal Reperformance,Yuheng Jiang · Zhehao Shen · Chengcheng Guo · Yu Hong · Zhuo Su · Yingliang Zhang · Marc Habermann · Lan Xu,
I2VGuard: Safeguarding Images against Misuse in Diffusion-based Image-to-Video Models,Dongnan Gui · Xun Guo · Wengang Zhou · Yan Lu,
TAET: Two-Stage Adversarial Equalization Training on Long-Tailed Distributions,Wang Yu-Hang · Junkang Guo · Aolei Liu · Kaihao Wang · Zaitong Wu · Zhenyu Liu · Wenfei Yin · Jian Liu,
ChatHuman: Chatting about 3D Humans with Tools,Jing Lin · Yao Feng · Weiyang Liu · Michael J. Black,
ComfyBench: Benchmarking LLM-based Agents in ComfyUI for Autonomously Designing Collaborative AI Systems,Xiangyuan Xue · Zeyu Lu · Di Huang · ZiDong Wang · Wanli Ouyang · Lei Bai,
Debiasing Multimodal Large Language Models via Noise-Aware Preference Optimization,zefeng zhang · Hengzhu Tang · Jiawei Sheng · Zhenyu Zhang · YiMing Ren · Zhenyang Li · Dawei Yin · Duohe Ma · Tingwen Liu,
VidComposition: Can MLLMs Analyze Compositions in Compiled Videos?,Yunlong Tang · JunJia Guo · Hang Hua · Susan Liang · Mingqian Feng · Xinyang Li · Rui Mao · Chao Huang · Jing Bi · Zeliang Zhang · Pooyan Fazli · Chenliang Xu,
SplatFlow: Self-Supervised Dynamic Gaussian Splatting in Neural Motion Flow Field for Autonomous Driving,Su Sun · Cheng Zhao · Zhuoyang Sun · Yingjie Chen · Mei Chen,
Omni-Scene: Omni-Gaussian Representation for Ego-Centric Sparse-View Scene Reconstruction,Dongxu Wei · Zhiqi Li · Peidong Liu,
Convex Relaxation for Robust Vanishing Point Estimation in Manhattan World,Bangyan Liao · Zhenjun Zhao · Haoang Li · Yi Zhou · Yingping Zeng · Hao Li · Peidong Liu,https://github.com/wu-cvgl/GlobustVP
Improving Editability in Image Generation with Layer-wise Memory,Daneul Kim · Jaeah Lee · Jaesik Park,
OnlineAnySeg: Online Zero-Shot 3D Segmentation by Visual Foundation Model Guided 2D Mask Merging,Yijie Tang · Jiazhao Zhang · Yuqing Lan · Yulan Guo · Dezun Dong · Chenyang Zhu · Kai Xu,
WildGS-SLAM: Monocular Gaussian Splatting SLAM in Dynamic Environments,Jianhao Zheng · Zihan Zhu · Valentin Bieri · Marc Pollefeys · Songyou Peng · Iro Armeni,
Convex Combination Star Shape Prior for Data-driven Image Semantic Segmentation,Xinyu Zhao · Jun Xie · Shengzhe Chen · Jun Liu,
MNE-SLAM: Multi-Agent Neural SLAM for Mobile Robots,Tianchen Deng · Guole Shen · Chen Xun · Shenghai Yuan · Tongxing Jin · Hongming Shen · Yanbo Wang · Jingchuan Wang · Hesheng Wang · Danwei Wang · Weidong Chen,
HERA: Hybrid Explicit Representation for Ultra-Realistic Head Avatars,Hongrui Cai · Yuting Xiao · Xuan Wang · Jiafei Li · Yudong Guo · Yanbo Fan · Shenghua Gao · Juyong Zhang,
Glossy Object Reconstruction with Cost-effective Polarized Acquisition,Bojian Wu · YIFAN PENG · Ruizhen Hu · Xiaowei Zhou,
Silent Branding Attack: Trigger-free Data Poisoning Attack on Text-to-Image Diffusion Models,Sangwon Jang · June Suk Choi · Jaehyeong Jo · Kimin Lee · Sung Ju Hwang,
QuartDepth: Post-Training Quantization for Real-Time Depth Estimation on the Edge,Xuan Shen · Weize Ma · Jing Liu · Changdi Yang · Rui Ding · Quanyi Wang · Henghui Ding · Wei Niu · Yanzhi Wang · Pu Zhao · Jun Lin · Jiuxiang Gu,
"Filter Images First, Generate Instructions Later: Pre-Instruction Data Selection for Visual Instruction Tuning",Bardia Safaei · Faizan Siddiqui · Jiacong Xu · Vishal M. Patel · Shao-Yuan Lo,
"Segment Anything, Even Occluded",Wei-En Tai · Yu-Lin Shih · Cheng Sun · Yu-Chiang Frank Wang · Hwann-Tzong Chen,
LookingGlass: Generative Anamorphoses via Laplacian Pyramid Warping,Pascal Chang · Sergio Sancho · Jingwei Tang · Markus Gross · Vinicius C. Azevedo,
CRISP: Object Pose and Shape Estimation with Test-Time Adaptation,Jingnan Shi · Rajat Talak · Harry Zhang · David Jin · Luca Carlone,https://github.com/MIT-SPARK/CRISP
FRAME: Floor-aligned Representation for Avatar Motion from Egocentric Video,Andrea Boscolo Camiletto · Jian Wang · Eduardo Alvarado · Rishabh Dabral · Thabo Beeler · Marc Habermann · Christian Theobalt,
FLAME: Frozen Large Language Models Enable Data-Efficient Language-Image Pre-training,Anjia Cao · Xing Wei · Zhiheng Ma,https://github.com/MIV-XJTU/FLAME
Incomplete Multi-View Multi-label Learning via Disentangled Representation and Label Semantic Embedding,Xu Yan · Jun Yin · Jie Wen,
"No Pains, More Gains: Recycling Sub-Salient Patches for Efficient High-Resolution Image Recognition",Rong Qin · Xin Liu · Xingyu Liu · Jiaxuan Liu · Jinglei Shi · Liang Lin · Jufeng Yang,
Dynamic Camera Poses and Where to Find Them,Chris Rockwell · Joseph Tung · Tsung-Yi Lin · Ming-Yu Liu · David Fouhey · Chen-Hsuan Lin,
Data Distributional Properties As Inductive Bias for Systematic Generalization,Felipe del Rio · Alain Raymond · Daniel Florea · Rodrigo Toro Icarte · Julio Hurtado · Cristian Buc Calderon · Alvaro Soto,https://github.com/fdelrio89/data-systematic
Scaling Inference Time Compute for Diffusion Models,Nanye Ma · Shangyuan Tong · Haolin Jia · Hexiang Hu · Yu-Chuan Su · Mingda Zhang · Xuan Yang · Yandong Li · Tommi Jaakkola · Xuhui Jia · Saining Xie,
Track4Gen: Teaching Video Diffusion Models to Track Points Improves Video Generation,Hyeonho Jeong · Chun-Hao P. Huang · Jong Chul Ye · Niloy J. Mitra · Duygu Ceylan,
Synergizing Motion and Appearance: Multi-Scale Compensatory Codebooks for Talking Head Video Generation,Shuling Zhao · Fa-Ting Hong · Xiaoshui Huang · Dan Xu,
ROD-MLLM: Towards More Reliable Object Detection in Multimodal Large Language Models,Heng Yin · Yuqiang Ren · Ke Yan · Shouhong Ding · Yongtao Hao,
FastVLM: Efficient Vision Encoding for Vision Language Models,Pavan Kumar Anasosalu Vasu · Fartash Faghri · Chun-Liang Li · Cem Koc · Nate True · Gokula Krishnan Santhanam · Albert Antony · James Gabriel · Peter Grasch · Oncel Tuzel · Hadi Pouransari,https://github.com/apple/ml-fastvlm
"EvEnhancer: Empowering Effectiveness, Efficiency and Generalizability for Continuous Space-Time Video Super-Resolution with Events",Shuoyan Wei · Feng Li · Shengeng Tang · Yao Zhao · Huihui Bai,
EigenGS Representation: From Eigenspace to Gaussian Image Space,"LO-WEI TAI · Ching-En Ching En, Li · Cheng-Lin Chen · Chih-Jung Tsai · Hwann-Tzong Chen · Tyng-Luh Liu",
NLPrompt: Noise-Label Prompt Learning for Vision-Language Models,Bikang Pan · Qun Li · Xiaoying Tang · Wei Huang · Zhen Fang · Feng Liu · Jingya Wang · Jingyi Yu · Ye Shi,
SF3D: Stable Fast 3D Mesh Reconstruction with UV-unwrapping and Illumination Disentanglement,Mark Boss · Zixuan Huang · Aaryaman Vasishta · Varun Jampani,
Neural Inverse Rendering from Propagating Light,Anagh Malik · Benjamin Attal · Andrew Xie · Matthew O’Toole · David B. Lindell,
Lux Post Facto: Learning Portrait Performance Relighting with Conditional Video Diffusion and a Hybrid Dataset,Yiqun Mei · Mingming He · Li Ma · Julien Philip · Wenqi Xian · David M George · Xueming Yu · Gabriel Dedic · Ahmet Levent Taşel · Ning Yu · Vishal M. Patel · Paul Debevec,
DKC: Differentiated Knowledge Consolidation for Cloth-Hybrid Lifelong Person Re-identification,Zhenyu Cui · Jiahuan Zhou · Yuxin Peng,
HaWoR: World-Space Hand Motion Reconstruction from Egocentric Videos,Jinglei Zhang · Jiankang Deng · Chao Ma · Rolandos Alexandros Potamias,
See Further When Clear: Curriculum Consistency Model,Yunpeng Liu · Boxiao Liu · Yi Zhang · Xingzhong Hou · Guanglu Song · Yu Liu · Haihang You,
"SIDA: Social Media Image Deepfake Detection, Localization and Explanation with Large Multimodal Model",Zhenglin Huang · Jinwei Hu · Yiwei He · Xiangtai Li · Xiaowei Huang · Bei Peng · Xingyu Zhao · Baoyuan Wu · Guangliang Cheng,
Advancing Adversarial Robustness in GNeRFs: The IL2-NeRF Attack,Nicole Meng · Caleb Manicke · Ronak Sahu · Caiwen Ding · Yingjie Lao,
AnomalyNCD: Towards Novel Anomaly Class Discovery in Industrial Scenarios,Ziming Huang · Xurui Li · Haotian Liu · Feng Xue · Yuzhe Wang · Yu Zhou,https://github.com/HUST-SLOW/AnomalyNCD
3D Occupancy Prediction with Low-Resolution Queries via Prototype-aware View Transformation,Gyeongrok Oh · Sung June Kim · Heeju Ko · Hyunggun Chi · Jinkyu Kim · Dongwook Lee · Daehyun Ji · Sungjoon Choi · Sujin Jang · Sangpil Kim,
BOOTPLACE: Bootstrapped Object Placement with Detection Transformers,Hang Zhou · Xinxin Zuo · Rui Ma · Li Cheng,
Q-PART: Quasi-Periodic Adaptive Regression with Test-time Training for Pediatric Left Ventricular Ejection Fraction Regression,Jie Liu · Tiexin Qin · Hui Liu · Yilei Shi · Lichao Mou · Xiao Xiang Zhu · Shiqi Wang · Haoliang Li,
Ref-GS: Directional Factorization for 2D Gaussian Splatting,Youjia Zhang · Anpei Chen · Yumin Wan · Zikai Song · Junqing Yu · Yawei Luo · Wei Yang,
One2Any: One-Reference 6D Pose Estimation for Any Object,Mengya Liu · Siyuan Li · Ajad Chhatkuli · Prune Truong · Luc Van Gool · Federico Tombari,
A Comprehensive Study of Decoder-Only LLMs for Text-to-Image Generation,Andrew Z Wang · Songwei Ge · Tero Karras · Ming-Yu Liu · Yogesh Balaji,
TAPT: Test-Time Adversarial Prompt Tuning for Robust Inference in Vision-Language Models,Xin Wang · Kai Chen · Jiaming Zhang · Jingjing Chen · Xingjun Ma,
Weakly Supervised Semantic Segmentation via Progressive Confidence Region Expansion,Xiangfeng Xu · Pinyi Zhang · Wenxuan Huang · Yunhang Shen · Haosheng Chen · Jingzhong Lin · Wei Li · Gaoqi He · Jiao Xie · Shaohui Lin,
PreciseCam: Precise Camera Control for Text-to-Image Generation,Edurne Bernal-Berdun · Ana Serrano · Belen Masia · Matheus Gadelha · Yannick Hold-Geoffroy · Xin Sun · Diego Gutierrez,https://github.com/edurnebernal/PreciseCam
Heterogeneous Skeleton-Based Action Representation Learning,Xiaoyan Ma · jidong kuang · Hongsong Wang · Jie Gui,
Scale Efficient Training for Large Datasets,Qing Zhou · Junyu Gao · Qi Wang,https://github.com/mrazhou/SeTa
MoSca: Dynamic Gaussian Fusion from Casual Videos via 4D Motion Scaffolds,Jiahui Lei · Yijia Weng · Adam W Harley · Leonidas Guibas · Kostas Daniilidis,
MAP: Unleashing Hybrid Mamba-Transformer Vision Backbone's Potential with Masked Autoregressive Pretraining,Yunze Liu · Li Yi,
Relation3D : Enhancing Relation Modeling for Point Cloud Instance Segmentation,Edward LOO · Jiacheng Deng,
3D-HGS: 3D Half-Gaussian Splatting,Haolin Li · Jinyang Liu · Mario Sznaier · Octavia Camps,
TailedCore: Few-Shot Sampling for Unsupervised Long-Tail Noisy Anomaly Detection,Yoon Gyo Jung · Jaewoo Park · Jaeho Yoon · Kuan-Chuan Peng · Wonchul Kim · Andrew Beng Jin Teoh · Octavia Camps,
Generalized Gaussian Entropy Model for Point Cloud Attribute Compression with Dynamic Likelihood Intervals,Changhao Peng,
Fortifying Federated Learning Towards Trustworthiness via Auditable Data Valuation and Verifiable Client Contribution,Naveen Kumar Kummari · Ranjeet Ranjan Jha · Krishna Mohan Chalavadi · Ravindra Babu Tallamraju,
Notes-guided MLLM Reasoning: Enhancing MLLM with Knowledge and Visual Notes for Visual Question Answering,Wenlong Fang · Qiaofeng Wu · Jing Chen · Yun Xue,
PLeaS - Merging Models with Permutations and Least Squares,Anshul Nasery · Jonathan Hayase · Pang Wei Koh · Sewoong Oh,
MatAnyone: Stable Video Matting with Consistent Memory Propagation,Peiqing Yang · Shangchen Zhou · Jixin Zhao · Qingyi Tao · Chen Change Loy,
InteractVLM: 3D Interaction Reasoning from 2D Foundational Models,Sai Kumar Dwivedi · Dimitrije Antić · Shashank Tripathi · Omid Taheri · Cordelia Schmid · Michael J. Black · Dimitrios Tzionas,
Reconstructing Animals and the Wild,Peter Kulits · Michael J. Black · Silvia Zuffi,
Controllable Human Image Generation with Personalized Multi-Garments,Yisol Choi · Sangkyung Kwak · Sihyun Yu · Hyungwon Choi · Jinwoo Shin,
Pos3R: 6D Pose Estimation for Unseen Objects Made Easy,Weijian Deng · Dylan Campbell · Chunyi Sun · Jiahao Zhang · Shubham Kanitkar · Matthew Shaffer · Stephen Gould,
Co-op: Correspondence-based Novel Object Pose Estimation,Sungphill Moon · Hyeontae Son · Dongcheol Hur · Sangwook Kim,
"Forensic Self-Descriptions Are All You Need for Zero-Shot Detection, Open-Set Source Attribution, and Clustering of AI-generated Images",Tai Nguyen · Aref Azizpour · Matthew Stamm,
POT: Prototypical Optimal Transport for Weakly Supervised Semantic Segmentation,Jian Wang · Tianhong Dai · Bingfeng Zhang · Siyue Yu · ENG GEE LIM · Jimin Xiao,
